,oz1,oz2,oz3,oz4,oz5,oz6
0,-0.58973185,0.45461246,-0.75902726,0.3167859,-0.85587327,-0.12001583
1,1.3049193,-0.9455627,1.4852606,1.6277016,-0.73277302,1.2890243
2,-0.11712867,0.43600607,-1.7184104,-0.25962572,0.44038089,0.6871645
3,0.8811162,0.4682254,1.6690133,1.5815006,0.14287746,3.0970266
4,1.7821999,-0.47477017,0.31738929,-1.0186356,-0.24012772,-0.31391997
5,-1.1759338,-1.1406333,-1.4715428,1.2564091,-1.4860122,-0.13268071
6,0.88188716,1.1057527,0.077619441,0.93253567,-0.74468511,1.118991
7,1.7659681,1.6040531,0.60921916,1.6223932,-1.6044684,-0.27245173
8,-1.4111641,-1.3772288,-0.65172538,-1.5355783,-0.56772805,-2.142671
9,0.51139412,1.4656757,0.52540747,-1.5297426,0.55822268,-0.002815584
10,0.63129647,-1.694617,1.3231136,-0.59620198,-1.6075312,-0.84133086
11,1.361748,-1.251729,-0.98326802,0.43639708,-1.6085494,-0.52318394
12,0.5885039,-0.68946049,1.4686672,0.33419853,1.3724657,1.1907005
13,-0.68280636,-1.3186035,1.3860731,0.85167249,1.6169168,0.61980659
14,-1.2308036,1.6051274,-0.82211927,0.37237729,0.098428391,0.20400271
15,-0.72018615,-0.099584829,-0.016853979,-0.75659305,-1.1721037,-1.3513907
16,-1.3229125,-0.032675742,-1.6090468,-1.5389399,-0.3408286,-1.4318988
17,0.87384598,-0.77538425,-1.153679,1.1652646,0.6196469,0.99279688
18,-0.90517987,-0.016739367,0.52537341,0.006441694,-0.30870004,-0.62035641
19,-0.02965748,-1.8119416,0.23316896,-0.39763717,-0.25557885,-1.5210334
20,-1.5310446,1.5398353,0.59987845,-0.53829624,-0.39372073,-1.3124519
21,-0.52685553,1.3000963,-0.52610798,-0.015989308,0.81540672,0.51538032
22,1.2581589,-0.73754827,1.312055,-1.3205846,-0.85092311,-0.14029119
23,-1.0612701,0.14930795,-0.15561583,0.14521333,0.52103722,-0.18081796
24,0.75451596,-0.20349274,0.4073544,-1.6441985,0.69384974,-0.53437647
25,-0.20105689,0.065705649,1.0388966,-0.79298635,-1.1233183,-0.5350335
26,-0.51517007,1.4514634,-0.70721032,-0.47264228,0.55067977,0.39234094
27,-1.522907,-0.23129311,1.5887378,1.2168832,-1.6810385,-0.42309639
28,-0.0041872554,0.90007534,-1.4111142,-0.75120127,-1.6790432,0.2539766
29,-0.96240859,0.31268157,-1.2502821,-1.3340835,-1.5255178,-1.3030891
30,-0.27619919,0.018278975,-1.4136007,-0.98284401,0.90867878,0.19023123
31,0.90290632,0.34102776,0.8254583,-1.1728155,1.3583767,0.81266873
32,0.69602825,1.325995,1.1991771,-0.76164688,-0.83591856,0.35063452
33,1.7403166,-1.381557,1.1974805,0.73272435,-0.95057806,0.66765767
34,-0.41194305,0.71748156,0.84402159,-0.42135985,-1.1713353,0.048786606
35,-1.0499312,-0.33247531,1.5712332,1.2931803,-1.0615568,0.079696911
36,1.127308,0.60609155,0.99855861,0.81701727,1.5580054,1.5009115
