,oz1,oz2,oz3,oz4,oz5,oz6
0,1.7465731,1.3905078,0.38671937,-0.19635725,-0.6518354,0.49324661
1,1.5208294,1.2738227,2.3417299,1.7750847,1.3589069,1.1339537
2,-0.5727343,-0.69450332,-1.6789816,-1.3423749,-0.71725386,1.2672684
3,-0.022982855,-0.91395227,0.24111565,0.5873952,-0.91197041,0.56171134
4,0.55665304,0.084040813,0.27584516,-0.19415854,-0.42540649,-0.7557673
5,-0.45736713,-1.0639313,-1.3701443,-1.6834407,-1.1622268,0.14508751
6,0.14439264,-0.2286902,0.28763429,0.86145935,1.2019372,1.2077809
7,-0.24996517,0.021767491,0.023214853,0.436348,-1.0920288,0.63198354
8,-1.177088,-1.3441684,-0.34862524,1.0669812,0.55975372,0.7431983
9,-1.2689108,-0.66496205,-0.9251838,-0.78524801,1.2448384,0.64484997
10,-0.7494609,-0.5869511,-0.94550285,-1.2976101,-1.5534172,0.50092872
11,-1.1605671,-1.4594923,-1.1303801,-0.34113082,-1.2962694,-0.068847637
12,0.65658449,0.15480625,-0.078343105,0.017446166,0.11494628,-0.82064609
13,-0.56425961,-1.2509543,-0.87486884,0.39743152,0.67145278,0.59013113
14,-0.19916256,-0.18595805,0.71227415,0.51941654,1.6715525,1.0367414
15,0.082808829,-0.71305097,0.37083226,-0.21113552,1.3739937,1.0210996
16,-0.61773997,-0.13378835,-0.16196948,-0.12030463,1.3905337,1.1980296
17,-0.86694832,-1.1516519,-1.5475392,-1.5488154,1.1975288,0.77307133
18,1.6910084,1.5447115,-0.25225939,-0.75405935,-0.18500815,0.65685138
19,0.35388713,-0.02978113,0.07260716,0.063017593,-0.59359135,0.19243186
20,-1.573973,-1.1874875,-0.30412144,0.93582486,-0.010784328,0.27881701
21,-0.57071947,-0.01274114,0.14130383,0.2762665,0.45595019,0.95697307
22,-1.1465479,-1.4941929,-0.40524728,0.4266365,0.87343119,0.025345945
23,-1.3932329,-1.2434414,-1.3548033,-1.6970932,-1.1259639,-0.09319693
24,0.49061654,0.47548909,-0.23311864,-0.63806761,-1.3704036,-1.5724577
25,0.96745483,1.5011946,0.011216979,-0.70348821,1.6202568,-0.66141013
26,-1.4243678,-0.99734232,-0.67366925,0.15368854,-0.41494763,0.1914292
27,0.57168024,0.84659347,-1.4010981,-0.95547232,-1.0265847,-1.4708253
28,-0.034572984,-0.13903108,-0.11069325,0.37150304,1.3919097,1.2123479
