,oz1,oz2,oz3,oz4,oz5,oz6
0,-0.78339564,0.083034595,0.55063268,0.060445314,-0.39005754,0.72945223
1,0.60652572,1.4623044,2.3984819,1.6967067,2.1302903,0.17321297
2,0.91573845,1.0241607,-0.31701894,-0.90645298,-0.071312284,-1.7380475
3,0.78932002,0.61341131,0.31887922,0.033238252,0.34164626,-1.7148361
4,-1.3693787,-1.0865009,-0.3218152,-0.2037261,-0.6748512,-0.15621367
5,1.4109339,0.80720153,0.030255803,-0.4439594,0.40356221,-1.2341572
6,-0.072172388,-0.80852071,-0.64729779,0.24374447,-0.49595488,0.89819266
7,0.86510287,1.5574497,-0.71156417,-1.3890759,-0.094923658,-0.80340377
8,0.049475717,0.67037247,2.0782247,1.2557134,1.016064,0.16653575
9,0.15264781,0.45372716,0.3922596,-1.4352313,0.41622893,-1.0123919
10,1.3006238,1.3097659,2.4888493,1.6373778,2.733178,1.632755
11,-0.84838549,-0.84472312,-0.22234936,1.0765624,-0.39811871,0.7188194
12,1.0219631,1.7114704,-0.080586564,-1.1807835,0.10828256,-0.33951997
13,0.81866467,1.4481549,0.78346174,-0.41951374,0.87209098,-1.1056756
14,1.3027996,1.6923409,0.13866927,-1.0810036,0.29561629,0.45559801
15,1.6873497,1.469729,1.5788649,0.61646515,2.2554988,1.847604
16,-1.7926112,-1.5510489,-0.69081895,1.2714669,-0.73670352,0.33531333
17,0.079661521,-0.60399895,0.14439102,1.5456643,0.27286517,1.743586
18,-0.12904591,-0.58076775,-0.46061086,-1.3122753,-0.65531085,0.15502635
19,-0.84218709,-0.1832329,0.27056216,0.082557986,-0.48412278,0.72207757
20,0.37117919,0.79916425,1.2229113,1.0220111,1.0731903,-0.97138713
21,-0.19127679,0.32191063,0.73208119,0.87956005,0.55781781,0.54962487
22,-0.72212685,-0.07994278,0.73224294,1.3311858,0.32958354,1.4135167
23,1.2379335,1.1324749,1.4508312,0.84789827,1.6381968,0.057921873
24,-0.17300653,0.098838428,-0.66295894,-1.3326677,-0.42394964,0.17224543
25,-0.5359743,-0.21729528,0.28889188,-0.52374268,-0.23360044,0.6154846
26,0.45816868,0.92125678,-1.2379557,-1.5686823,-0.8731922,-2.0358306
27,-1.1015337,-1.4985842,-0.91494158,0.4886066,-0.77981011,-0.19042476
28,-0.098565293,-1.080622,-0.36294235,0.54812819,-0.65530466,0.73494823
29,-0.34055663,-0.41082969,-0.27918741,-0.27469616,-0.30896911,0.73583693
30,0.21034775,1.3275122,0.69957155,-0.12526532,0.18267107,-1.9601283
31,-1.0657666,-0.50115153,0.27616482,1.7268072,-0.51312655,1.1398643
32,1.7877576,1.1386314,0.17727221,-0.44369886,0.6816951,0.4998188
33,-0.76217336,-0.78779666,-0.62480032,-0.87418154,-0.80033854,0.20198434
34,1.3629405,0.94455528,-0.29848184,-0.73660837,0.056815474,-1.1188262
35,-0.87081794,-1.4817707,-0.96045319,1.2086218,-0.98476259,0.44241866
36,0.022410905,-0.93761858,-0.4596478,-1.6258782,-0.40792386,0.25143168
37,0.80612158,0.83856177,0.95162275,0.89314075,0.95348911,-1.4247468
38,-1.3097978,-0.57702729,-0.29500952,-0.21944746,-0.64341241,0.509714
39,-0.36791179,-0.04244385,-0.21167169,-0.60674117,-0.25538415,0.65374361
40,0.011514174,-0.22358285,-0.073383278,0.47457439,-0.22850269,0.85364671
41,0.10144807,0.22765827,-0.85162048,-0.8069075,-0.94498382,-0.27020783
42,0.79712053,1.0174928,1.704816,1.1925368,1.9354542,-0.58536807
43,-1.491714,-0.93218171,0.17935203,0.7908083,-0.52286804,0.082010005
44,0.68617764,1.4419723,1.7839273,0.91960423,1.7260403,-0.42772936
45,-0.53180363,-1.2402681,-1.6088197,-1.6091345,-1.2060602,0.36767789
46,0.31815679,-0.16790869,0.74292811,1.0197573,0.70068807,0.85374191
47,-0.63637855,-0.68719462,-0.45638913,-0.60669372,-0.64687186,0.52075731
48,0.93602342,0.6961823,-0.29543967,-1.5853802,-0.24404208,-2.6443636
49,1.1619629,0.85687397,-0.4314884,-1.7020414,-0.18507654,-2.2082751
50,0.75307011,1.4177325,0.087972934,-0.054534155,0.036151444,-1.1574028
51,0.53113619,0.083874256,0.10780137,-0.24029673,0.13579299,-0.67917471
52,1.3223623,0.17455652,-1.474751,-1.2438706,-1.3885601,-1.6289809
53,-0.89072713,-1.5287805,-1.0682331,-1.0102218,-0.91442506,-0.40428112
54,1.7154267,1.0030457,0.3291938,-1.0567029,0.40262697,-0.58690535
55,-0.22084657,0.30520338,-0.62120858,-1.436973,-0.7498938,-0.47588931
56,-0.85300461,-1.4593691,-1.1779691,-1.0903133,-0.54656491,-0.34998865
57,0.18688307,-0.11339162,0.62663681,1.422634,0.38752936,0.97330053
58,0.33843556,-0.02502487,-0.66881095,-1.1750356,-1.1403782,-0.73747193
59,0.48301014,0.32936435,-0.49795379,-1.6793988,-0.53270465,-1.5853815
60,-1.8196622,-1.5647801,-0.68559699,1.4229979,-0.67909758,0.42699424
61,0.91405276,1.1022058,0.31775612,0.25087261,0.18952936,-1.5663625
62,-0.80884075,-0.083702045,0.23093103,0.16067538,-0.13619738,1.0556233
63,-0.39936159,-0.83453505,-1.168842,-1.1855165,-0.78741767,0.62097916
64,-0.44611303,-1.1581427,-0.5837212,0.14755253,-0.96284225,0.54828743
65,1.5917845,0.98969484,1.2895058,0.56422855,1.5393526,0.19254014
66,-0.69672979,-0.49748009,0.116723,0.60359409,-0.49575167,0.82486712
67,0.97028712,1.694759,2.2792675,1.0203318,2.3641595,1.4583331
68,-1.4258569,-1.2252934,-0.64101675,1.1086957,-0.89652026,0.51792035
69,-0.46090556,-0.19274535,-1.3772261,-1.5737575,-0.90636924,0.67360634
70,-0.12943324,0.0052985941,-0.75907144,-0.80615993,-0.94811084,0.36157383
