,oz1,oz2,oz3,oz4,oz5,oz6
0,-0.018938045,1.5178514,-0.65645842,-0.78382502,0.75129123,0.61331902
1,1.1355921,-0.41585342,-0.91114558,0.82971269,0.08594214,1.0229622
2,0.7733821,-0.0085471325,2.0163764,-1.2778571,0.45464836,1.0169124
3,0.38823533,1.0044838,0.27433516,1.1723276,1.4676679,1.682952
4,1.4301711,-0.35232054,0.023758446,-1.9607919,-0.3158099,-0.91286299
5,-0.052208898,-0.66450393,1.5848782,-0.046294509,1.217967,0.35021892
6,-1.2332006,1.5409827,0.054879957,-1.0018229,1.3222474,-0.9878201
7,0.7778576,-1.6728843,-0.5142741,-0.59345342,-1.3983996,-1.9297588
8,0.61224779,1.1796814,-1.5423954,0.20290117,-0.80690568,1.3467466
9,-0.25165274,-0.49226171,1.7824142,-0.72988852,1.3395079,0.17363263
10,-1.5449243,-0.50361579,-1.2838448,1.3590416,-1.0335267,-0.16532069
11,-0.25055635,0.16465111,-0.35488297,-0.26131294,0.5583128,0.08009418
12,-1.1650787,0.71826144,0.11582376,1.2160228,-1.5169662,-0.72940476
13,-1.5605717,0.43567811,0.81317934,1.7374509,-1.5044099,-0.62176941
14,1.5762328,0.47578622,0.14724432,0.59610639,1.1212308,0.96394418
15,-0.8539317,-1.3389842,0.56542072,-1.7386433,-1.4388568,-2.4173814
16,-0.205065,-0.24342318,0.49482223,-0.24279859,1.3610878,-0.035263726
17,-1.1199772,0.23588812,0.78890322,-1.8336152,1.1573914,-1.6211906
18,-0.26515185,1.620043,-1.4836465,-0.74321364,1.3846191,1.5458785
19,0.62614114,-0.47459103,-0.54192856,0.4773987,1.512949,1.0784277
20,0.24697651,0.18709784,0.6604912,0.50622721,-0.50981451,0.71375077
21,1.7063408,-0.79251573,-0.6520423,1.3769305,-0.10667617,0.97895327
22,-0.78735885,0.49830585,-0.37518309,0.88064668,1.1915564,0.33283425
23,1.3477627,0.84443521,-0.66599054,-1.2801339,1.2310124,0.41388613
24,0.68945999,0.23472856,-0.78450876,-0.53017809,-0.82404143,0.52059078
25,0.489994,-0.41316352,-0.98356105,1.1841977,0.49321219,1.0846929
26,-1.665822,0.38326404,-0.50741057,0.12277546,-0.39206763,-0.77386742
27,1.2135544,0.5045373,-1.049864,0.43065163,-0.8587185,0.83423599
28,0.35820337,0.30128875,0.47798348,1.0000012,-0.68264028,0.62509631
29,1.0716269,-0.33026826,-0.54348329,-0.0045500479,0.17610131,0.72726219
30,0.68868919,1.0981662,-1.5012625,-0.31403734,-1.231284,1.1814629
31,0.62036151,-1.2314273,0.64505333,0.17287152,-0.29514298,-0.75081032
32,-0.8713122,-0.71724861,-1.4441457,-1.2164097,1.089315,-0.38742049
33,-0.29333041,0.11428436,-1.423923,0.38536763,0.34003413,1.0746022
34,0.25388541,-0.43854372,0.29149191,-0.94908873,1.035099,-0.38730506
