,POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD,ln(VOTES/POP)
0,9.972920327251465,9.246286498749653,9.004053937728395,12.134914932463712,-86641472.0,32542207.0,-0.6615588412165536
1,10.9033470758296,10.221213746336286,9.965757878262252,13.056638018920525,-87754736.0,30654881.0,-0.6508589521664341
2,9.722205455316836,8.753529336516431,8.707648248106914,11.630628497426441,-85388993.0,31863073.0,-0.6171144940597504
3,9.273690687476945,8.183118079394745,8.277411998949004,11.24371179680149,-87126855.0,32996943.0,-0.6390700791847426
4,10.151518819358117,9.207736986106068,9.240675571772256,12.155100352247834,-86566214.0,33979740.0,-0.7002735664890825
5,8.863474306170954,7.789040401657477,7.826842098158293,10.644734182586557,-85717786.0,32101773.0,-0.22636701808937865
6,9.605351022180487,8.644706511715198,8.57828829077605,11.508897363049792,-86682302.0,31751982.0,-0.5731808358757835
7,11.358316346742809,10.520644220844389,10.222740963825228,13.415306088401117,-85825619.0,33774548.0,-0.8798741081199406
8,10.216215833592425,9.258368340986765,9.220488703027998,12.219270173774218,-85389802.0,32915184.0,-0.8320061916372712
9,9.502935356288608,8.487764380725425,8.530109416682784,11.532522188716786,-85605750.0,34187088.0,-0.7329621444298553
10,9.971239654586947,9.018453210312527,9.058121158998672,11.968728744814822,-86718688.0,32844987.0,-0.6231393429062795
11,9.308374112247549,8.321664807135,8.406038142050075,11.269821523915999,-88265781.0,32024863.0,-0.5165840879281856
12,9.809945808127765,8.915969311373605,8.858084222199162,11.846865927926942,-87835981.0,31677523.0,-0.5354107241095853
13,9.162514742493578,8.230044310126114,8.189799618728228,11.04685010994231,-85859858.0,33268721.0,-0.5060814839858363
14,9.08704215563169,7.954021087278037,8.142936010432265,11.053093924165847,-85517385.0,33670870.0,-0.6694483294382056
15,10.204850612043773,9.460320577243952,9.190035618635818,12.299562988617513,-85989130.0,31402888.0,-0.7019152557551642
16,10.563388139302438,9.798127036878302,9.596962392282867,12.739845945736416,-87796569.0,34707296.0,-0.6592507979248126
17,9.294405747093851,8.252967195000798,8.369388996647842,11.178039968810271,-86992999.0,31428183.0,-0.5651703974345779
18,8.97638862194537,7.960672608388117,8.034631032923107,10.931033392770377,-86239249.0,32935503.0,-0.6314082531747989
19,10.198430699466112,9.224736252259914,9.266437111328052,12.160573061458807,-86453162.0,31248133.0,-0.6800175653904148
20,9.207235557022704,8.066835314417336,8.198089248956116,11.022278214892363,-86311599.0,31731354.0,-0.6401099968582571
21,10.685194910075554,9.749520189238702,9.735423867488873,12.723612677123878,-86866896.0,34131670.0,-0.6755471617110356
22,10.40783222020243,9.689922976002242,9.110409533351133,12.445376906283556,-85612338.0,31426115.0,-0.9685252836092477
23,10.476414354531222,9.644068945357207,9.256364810287462,12.434116172332576,-87109517.0,32329593.0,-0.6701538177561979
24,10.543998432015464,9.520175249069098,9.616471924627508,12.556958364195296,-85798731.0,34459830.0,-0.7082545315658546
25,10.315696536177638,9.579003173560242,9.31343832997975,12.425790335276192,-86138157.0,32599910.0,-0.6873039405878192
26,10.185654444299798,9.321971188147367,9.16868469670735,12.173068966508243,-87162695.0,31136909.0,-0.7885855737114547
27,11.205231143253117,10.430816248401133,10.21189094780116,13.352145643605656,-86038250.0,34047533.0,-0.665008044083006
28,9.49732219931357,8.496582237512113,8.534246945982066,11.509800587622703,-87735378.0,33729772.0,-0.6742632650119234
29,9.920541307101956,8.954415331137593,8.97727273946428,11.948732240322185,-87843648.0,34435932.0,-0.636671701837658
30,9.74425732696557,8.803424211600703,8.798605650854423,11.81637999566221,-85837337.0,31094395.0,-0.5718265280626085
31,8.866863661202087,7.748028524432376,7.774015077250727,10.56941768680252,-87951231.0,32854779.0,-0.44662199586229967
32,9.235423152343646,8.076204527239026,8.181440695719374,10.97303141870689,-87625424.0,32755765.0,-0.5394145434627422
33,9.269457976459272,8.284504227258497,8.300776960851454,11.220887251632075,-85239835.0,31516095.0,-0.5903160180570168
34,10.8487543926468,10.124067821447174,9.80890211004626,13.027628432120899,-85304578.0,31151186.0,-0.795210243903993
35,10.47973568161053,9.556197008479035,9.487972108574462,12.543512271222513,-86002129.0,34776174.0,-0.9185271927294014
36,13.09689171143066,12.466481152596494,11.96844977295113,15.372937655496642,-86896716.0,33552433.0,-0.6303334881371772
37,9.355565624128962,8.344742754417545,8.36450810375059,11.337106718997147,-88096415.0,33775081.0,-0.6255216708839466
38,10.960357284207447,10.19294305153705,9.951658477397421,13.134432254631738,-87647581.0,34903733.0,-0.7478053978495094
39,9.906881785604144,8.876544550558378,8.959954084268098,11.884054444229108,-87310217.0,34519990.0,-0.8309875101808846
40,10.951683355290221,10.014536856311423,9.672689782285058,12.971735817428854,-85355886.0,32597367.0,-0.9541591608277109
41,10.364324293957047,9.48774481001683,9.334414687078109,12.455515323178284,-86981426.0,34810321.0,-0.8625090512903864
42,8.987321812850125,7.894690850425624,7.9157131993821155,10.691331088184912,-86642632.0,32157500.0,-0.40640293055334276
43,9.848397586218168,8.931816237309167,8.601534339849989,11.594966175306437,-85692573.0,32384887.0,-0.7688495044920085
44,11.842667964767667,11.253558703498493,10.709963418403076,14.143813804773291,-86548777.0,34760002.0,-0.7594183366206622
45,9.713174145812621,8.79920924224139,8.688285266258644,11.684337731256146,-87790375.0,32248548.0,-0.5374252186060566
46,9.963594393268247,8.932872621931374,9.005159521036145,11.952031646388086,-87886567.0,34134472.0,-0.682050262285733
47,10.752120235936289,9.882468185312053,9.775881427930981,12.785261342501807,-86313058.0,34365158.0,-0.8519883072135226
48,12.430351552084636,11.727004053377375,11.312973400120123,14.607160090648076,-88198527.0,30684350.0,-0.7604907167108692
49,9.602720240535692,8.737933858114136,8.629807335785372,11.619840771314353,-87353102.0,31562730.0,-0.4897722145681591
50,11.830142067524328,11.205584754855263,10.670744490962486,14.075034639080624,-86203795.0,32224349.0,-0.725124692313404
51,11.046515371234623,10.351948291105389,10.04966366269373,13.254322785107732,-86857298.0,34453298.0,-0.7621628274585639
52,9.198369000194964,8.128585200374497,8.045908742270779,10.886932132596673,-87293685.0,32638846.0,-0.41543264384569945
53,9.58293787645873,8.577347114235984,8.57602797713713,11.468053614174691,-88084083.0,33283797.0,-0.5732459779693873
54,9.914872497402692,8.865170419651774,8.74862232231722,11.746486564707151,-85938912.0,31806086.0,-0.7054325306696736
55,9.552155453007892,8.493310250952906,8.596558746796978,11.380159493621802,-85456433.0,33290802.0,-0.6851508176743248
56,10.39488567863602,9.348013177101256,9.237371711027214,12.340708428091569,-85184114.0,32287341.0,-0.8844407142095001
57,10.249379569109392,9.375939552625749,9.346617990268731,12.352110505246882,-86318306.0,33712571.0,-0.7275917711311664
58,10.728364503773967,10.064883351558928,9.759155181646207,13.032132277209861,-86654667.0,33266792.0,-0.6735731771466735
59,9.31415970061518,8.286773231131251,8.181160858023409,11.213278767669904,-88193795.0,32593446.0,-0.43246229414587667
60,10.813679725948413,9.899630122208823,9.758924101344775,12.815096094019717,-86169488.0,33383988.0,-0.8786450579141558
