,oz1,oz2,oz3,oz4,oz5,oz6
0,-0.98563565,0.058884182,0.24569786,-1.2073457,1.1359881,-0.987987
1,-1.6883205,-1.2283675,0.33455854,1.0736577,0.40952554,-0.55983007
2,1.3275324,-1.391201,-0.4954574,-0.4416004,0.065807149,-1.0354858
3,1.272298,-1.1703036,-0.19211178,0.57813678,-1.3831245,-0.76104878
4,-0.34787724,1.3156201,1.4948019,-1.0102393,-1.268105,0.14213217
5,-1.3081093,-1.3874258,-0.97174859,-0.48382137,0.045139367,-1.2865622
6,-0.00074870691,0.68476107,-0.09204974,0.095891572,1.3989486,0.69129035
7,0.1965803,0.61876425,1.4875395,-1.2980511,-0.23618252,0.016733317
8,1.6133017,0.54160748,-0.040264167,1.2934772,-0.080721951,0.96540094
9,0.9808049,-0.34946507,-1.076273,-0.027185178,-0.66868038,0.59970081
10,-1.1277364,0.041576396,0.17586819,-0.15118133,-0.69282624,-1.1605759
11,0.33121455,0.86962896,-1.4196434,0.29612247,-0.78262465,0.98848991
12,0.76623686,0.0066630402,-0.79052028,1.4378202,-1.6641273,1.2080941
13,-0.31951759,1.5707117,0.46987534,-0.52446138,-1.0871135,0.073193298
14,-1.6060525,-0.41072554,1.204858,-0.52037939,-0.88216737,-1.4100427
15,1.2150759,-1.1915307,1.5688403,1.6154092,0.83767001,1.3735957
16,1.1701725,-0.90601221,-0.27986148,-0.78663092,-1.4270254,-0.82210732
17,0.67872622,0.59749951,1.1343685,-1.6039693,-0.018723187,0.13040361
18,0.47944521,-0.88656212,-1.0340713,0.49542905,-0.48209825,-0.24751371
19,0.45006256,-0.50701514,-1.5387128,-1.6596713,-0.39987089,-0.7864734
20,-0.73491452,-0.64044443,-0.3618439,0.15429614,-0.40373996,-0.93654572
21,0.7198845,-0.89215942,1.6639848,0.65010671,-0.61414082,0.67065081
22,0.66564819,0.22571881,-1.6540133,-1.2640514,0.20835002,0.94417246
23,-0.57871173,1.4100673,0.83859155,0.41463027,-1.0859763,0.42914448
