,oz1,oz2,oz3,oz4,oz5,oz6
0,0.74902833,0.53608004,0.35090742,-0.57300671,0.5207978,-1.6948322
1,-1.0441702,-0.8705085,-0.54458714,-1.5787762,-0.8482037,-0.0043657828
2,-0.54304757,-0.52730447,-0.94258632,-0.80396609,0.79096795,1.2633564
3,2.1319715,1.5206476,-0.27913897,-0.15393817,0.84225538,-0.27879614
4,1.2677227,1.4432386,-0.076673438,-0.48065523,-0.61315577,0.50935263
5,-1.6429461,-1.4945042,-0.48238814,1.6496852,1.1081265,0.64687382
6,-1.8647282,-1.680229,-1.1175622,1.5336463,-1.6927788,0.53131811
7,0.4894756,-0.08135218,0.28004221,1.1297599,1.6101041,0.16391339
8,-1.9601104,-1.5643117,-1.0737449,-1.3514297,-0.92767514,-0.28800739
9,-0.52883584,-0.085143922,-0.16271217,-0.15469911,-0.24170279,0.91113689
10,-1.3796491,-1.6340234,-1.5198643,-1.4593922,-0.52352321,-0.090610086
11,0.6328292,0.22657589,-0.32334299,-0.0047916763,-0.62772701,-1.270046
12,-0.62915993,-1.0611984,-1.2220104,-0.56080534,-0.31958495,0.84515926
13,-0.26544695,-0.10641816,-1.2647945,-1.7443544,0.6515711,0.64694064
14,1.8691844,1.2053187,1.0772195,0.60344537,-0.73105609,0.62546741
15,1.489398,0.89230192,-0.064188588,-0.57810137,-1.4028349,-0.53187164
16,-1.5477183,-1.5066541,-1.2645962,0.6686048,0.68594306,0.96856383
17,0.48088306,0.32301094,0.32646558,0.028475516,-1.1491422,-1.6082125
18,0.16932924,0.13674185,1.3171364,1.6690047,1.3545096,0.47031194
19,-0.73629313,-0.77117398,-0.91108068,0.45904528,0.96512966,1.2459496
20,-0.37746811,-0.1183085,-1.4289839,-1.6072038,1.2812358,1.0108537
21,1.6164243,1.3471567,1.6176462,0.88607844,-0.54151597,1.1656445
22,-0.49664944,-0.45923558,0.17866147,-0.65858722,-1.7068391,0.1753288
23,-0.52713757,-1.1863216,-0.73517183,-0.053950154,0.98694408,1.0392268
24,0.88776806,0.45830407,1.1672928,1.0241501,0.31441691,-1.4003969
25,-1.3418694,-1.4725366,-1.0988765,-0.52208768,0.55186968,0.49878742
26,0.51851813,0.42299337,0.0029633052,-0.087242068,-0.019574381,-1.5745738
27,0.87670385,0.78127244,-1.3771087,-1.6003122,-0.029970489,-1.2097917
28,0.20382713,0.32671757,1.3575838,1.6608304,0.83429107,-0.13383473
29,-0.27119389,-0.48426074,-0.59530136,-0.78721619,-0.43458428,0.89202066
30,0.59132385,0.31853451,1.1999687,-0.090448328,1.5935089,-1.1660302
31,-0.15748535,0.62742391,1.2862637,0.1257904,0.88080676,-0.72461077
32,0.67356639,0.04258389,-0.30990883,-0.69765205,0.29152106,-1.1140773
33,0.9718822,1.1033914,-1.3529689,-1.7509975,-0.76455646,-0.9091037
34,0.85185602,0.9585906,1.8657277,1.5379295,-0.58463266,-0.79072803
35,-0.94522389,-1.4905445,-0.72943421,-0.34051428,-0.22373556,0.10853283
36,1.1150445,1.3736212,-0.70433349,-1.1569402,-1.0686634,0.15144585
37,-2.2806805,-1.7719667,-0.75999477,-1.0932681,-0.74751013,-0.56596398
38,-2.3402498,-1.6119798,-0.22024514,-1.3194718,0.1405978,-0.88326826
39,-0.52641412,-0.60890744,0.32579081,1.390359,0.1250328,1.271144
40,1.1050724,0.68443015,0.78969316,0.078241794,-1.389072,-1.8683215
41,-0.81828363,-0.89547818,-0.55317759,0.68399163,-1.3190445,0.72228684
42,-1.666725,-1.2217725,-0.25532255,1.0579626,0.79547753,0.61208061
43,1.2827087,1.2755437,0.35319796,-0.98773575,0.71947149,0.1786611
44,-1.9669713,-1.5336298,-1.3602278,-0.44150798,1.654616,0.47711775
45,1.3821891,0.84601246,-0.040917098,-0.98141327,0.226814,-0.575335
46,-0.18414551,-0.41168622,-0.39011835,1.2288026,-0.66960757,1.1844972
47,-0.64972246,-0.96303581,-0.50589891,-1.068453,1.6305415,1.0229879
48,-1.0402567,-0.75199841,-1.259956,0.34789561,0.8206246,1.4377409
49,1.6355736,1.5030981,1.6352612,0.05763594,-0.60222599,0.61146601
50,0.0014436852,0.73223365,1.1563378,0.63709312,-0.88980327,-1.3821415
51,0.97106562,0.71623311,1.2740618,1.2069726,-0.17434129,-1.2269702
52,-0.30445788,0.46297837,0.90120633,-0.071292638,0.045086377,-0.39016163
53,-0.96216938,-0.73390092,-0.82144196,-0.2424051,1.5469211,1.3431763
54,-0.72270458,-0.11742271,1.680782,1.3158254,-0.099511495,1.4683372
55,1.5785033,1.5113762,2.1321759,1.5962429,1.0243697,1.8222216
56,0.32546307,1.0652396,1.0840937,0.67207592,-0.8107625,-1.8438846
57,-0.69305656,-1.4499464,-0.14398748,0.019666563,0.40854457,0.44323003
58,0.35958836,0.15586271,0.25598052,0.017469135,0.22565242,-0.9083813
59,0.40115723,1.0321258,1.2465311,0.8821886,-1.686567,-1.93323
60,0.24458088,1.1738102,0.82042397,0.16111992,-0.63279828,-1.7801983
61,0.95601701,1.1959568,-0.33892904,-0.6383749,1.1687048,-0.27069559
62,1.4216548,1.3193496,1.3330596,-0.1458217,1.4830443,0.87584657
63,0.83746864,1.1769082,1.5708673,0.58237507,-1.2085372,-0.70256535
64,1.2485999,0.70819148,-0.4458262,-1.4084337,-0.6882019,-1.6658591
65,-0.22235372,-0.13342092,-0.94828808,-1.2619405,-1.5444812,0.34371894
66,-0.84236025,-1.4779817,-0.72839446,-0.68197192,-0.036236384,-0.040587006
67,-0.028251166,0.91175237,-1.1148406,-1.534945,0.87995467,-1.2413855
68,-0.19389965,-0.16692677,-0.30783753,-0.91704009,-1.2554598,0.20048398
69,1.5713991,1.3888245,1.548273,1.1050731,-1.4885059,0.80541609
70,-1.0412686,-1.4627185,-1.210282,0.7791498,-1.3360178,0.63471708
71,-0.75055764,0.028953992,-0.22529804,-0.42009302,-0.7936175,0.615513
72,0.26267447,1.085232,-0.31102743,-0.60347614,0.19252907,-1.8489043
73,1.6336692,1.2427906,1.220178,0.23356399,-0.35578749,0.56351963
74,-1.3071066,-0.95826681,-0.92851235,-1.2226188,1.5055544,0.52482386
75,-1.1036356,-1.1649292,-0.89036003,-1.1208701,-0.30816705,0.071029535
76,-1.6866296,-0.80936363,-0.99300318,-1.0262615,-1.6852462,-0.19810023
77,0.85371894,0.62715433,-0.69514567,-0.65947503,0.78797359,-1.6968144
78,0.65278788,1.0723987,0.20259735,-0.68018618,1.3894801,-1.2397698
79,0.061523587,0.62647948,0.93280849,0.63108495,-0.70087737,-1.4422116
80,-0.041973487,0.22627652,1.0572957,0.81381026,-0.56230168,-0.2469991
81,-0.093586064,-0.13670164,0.60340682,0.55456012,1.1811979,0.89774785
82,-0.19476354,-0.614666,-1.0377994,-1.6256822,-1.4807289,0.33592863
83,1.44359,0.83194795,-0.16193503,-0.63647562,-1.5478814,-0.86014293
84,0.8786417,1.1282429,0.63669318,-0.59604073,0.32164813,-1.0063287
85,0.37699445,0.31692669,0.32107788,0.66894494,0.88042384,-0.66028132
86,0.092213031,0.82214341,0.95024491,-0.16768448,1.1420783,-1.5817266
87,0.26860941,-0.21472853,0.35189337,0.25844587,1.5105374,0.33761404
88,-0.041913992,-0.59468765,-0.27535187,0.28118049,-1.1095597,0.86691108
89,0.39167573,1.1287378,-0.60420148,-1.604444,-1.1204974,-2.2451111
90,1.4072662,1.2905432,0.45476579,0.17834163,0.55727763,1.0843718
91,-2.0348604,-1.6763254,-0.58961599,1.4897136,-1.4361826,0.16021056
92,0.80496714,0.81909705,0.94130043,0.77199161,-0.022569653,-1.4900904
93,-0.22392341,-1.1859413,0.19157068,1.2171672,-0.42472965,1.0294612
