,oz1,oz2,oz3,oz4,oz5,oz6
0,-2.7246695,-2.0270909,-1.3401533,0.86857612,-1.1403093,-0.053901661
1,0.38045572,1.2877271,0.27346544,-0.90422808,0.14873587,-1.5400291
2,0.54860452,1.3112394,2.7337012,1.4924925,2.2167788,1.0386326
3,-2.0110793,-1.200252,0.28661263,0.56628444,-0.66860171,-0.00051439404
4,1.403679,1.4240242,-0.43492524,-0.58648559,-0.016371184,0.8440127
5,-1.0724119,-1.2274072,-0.99550488,-0.50413556,-0.82062581,0.21708338
6,0.4382537,0.23269065,-0.17278911,-0.71325544,-0.063855186,-1.8153221
7,-0.22270859,-0.97962493,-0.76702548,0.041496624,-0.63348066,0.84117983
8,0.0457814,0.10838192,0.50513587,0.56535906,0.079470058,-0.58094994
9,-0.929113,-0.73406458,-0.49725956,-0.67196806,-0.59932991,0.47246034
10,-0.96297048,-1.7973353,-0.61856397,-1.1281922,-0.70661546,-0.29259234
11,0.3638354,1.037683,-0.54384658,-1.6246345,-0.40508631,-1.958737
12,0.94420666,1.2566952,-0.31643715,-1.1108765,-0.051988662,-0.40375616
13,2.0371311,1.2340581,0.99499608,-0.091865175,1.8958994,1.2043573
14,1.3437589,1.3926346,1.6345254,1.0648509,1.7929186,1.8048797
15,-0.86304726,-0.86536864,-0.50938506,-0.3540759,-0.74325488,0.57524279
16,-0.65486301,-0.30760981,-0.14183954,0.73277483,-0.19189568,0.8808835
17,-0.45903672,0.22567959,1.3250016,1.7410662,0.33540267,0.59300432
18,-1.0082375,-1.0596088,-1.1093981,-0.56540669,-0.76853845,0.2657586
19,-0.36880216,-0.92767988,-0.55188167,0.70545071,-0.76561012,0.9666652
20,0.38937936,-0.11237319,0.57866466,0.062040195,0.54206899,-0.38836588
21,-0.54234196,-0.0061460769,-0.55307341,-0.27731743,-0.81378877,0.23544498
22,-0.5969011,-0.92769559,-0.28826303,0.66111901,-0.47998372,1.0097676
23,1.4084509,1.3937074,2.5564889,1.364984,3.0133492,2.6814119
24,-0.73429159,-0.44026057,-0.22860809,-0.098688132,-0.24103257,0.779643
25,-0.59225565,-0.6445732,-0.22801319,1.3963353,-0.38370351,1.1594158
26,0.94859418,0.14484289,0.74335944,1.0589858,1.0033061,-0.81422545
27,-1.0347219,-0.84877192,0.080909149,1.4110663,-0.20135515,0.8881627
28,-0.13839754,0.25690504,-0.70169542,-0.70073637,-0.73588026,-0.98397156
29,0.11592382,0.6262911,-0.8012855,-1.2207268,-0.46677818,-1.7543233
30,-1.7843803,-1.7289821,-0.5147596,-0.61698403,-0.65125316,-0.54449775
31,-0.42813291,-0.084141065,0.79349292,0.4894895,0.10215157,0.38498776
32,-0.49793026,-1.086094,-0.65190968,-0.18376862,-0.74526321,0.47915813
33,1.2253238,0.89142702,1.3220722,0.35465535,1.4985397,0.053708808
34,-1.3098595,-2.0012065,-1.1326865,-1.0717736,-0.67064244,-0.47800701
35,-1.5468352,-0.91955969,-1.5334878,-1.6729472,-1.2276556,0.18525704
36,-1.4166824,-1.7068364,-0.55314804,1.1264523,-0.75540163,0.28101207
37,-0.98752605,-0.64934488,-0.7102085,-0.36920556,-0.76264256,0.35750011
38,0.72177764,1.1750403,1.0107984,-0.048893828,1.1265463,-0.39248377
39,1.6104359,1.0726194,-0.51192082,-0.82331181,-0.31552987,0.44956036
40,-0.5402319,-1.3813515,-1.509598,0.024741654,-0.99329016,0.74257456
41,0.083838033,-0.46073813,0.11107914,0.38717772,0.050792716,0.4207273
42,0.86480687,1.1469295,1.9903139,1.541827,2.165353,0.94924386
43,-0.64851267,-0.86609585,-0.48470028,0.67710554,-0.83876417,0.70573
44,0.5127396,-0.0088595284,1.0823799,1.5415913,0.72028606,-0.15405563
45,1.251566,0.71911243,0.80124417,0.45253718,1.2069256,-0.20816151
46,-0.70021633,-0.057660014,-0.6789331,-0.27219796,-0.64639257,0.31488832
47,0.20427729,0.68893484,-0.31008708,-1.5772929,-0.34677261,-2.1704953
48,0.77234974,-0.13420589,0.066246078,0.41746196,0.24103688,-0.72266038
49,-0.041829416,-0.060998662,-0.10600934,0.46688986,-0.24824608,-0.25194545
50,0.1157842,-0.12898032,0.65307952,1.3362891,0.5699787,0.22723343
51,-0.79929275,-1.51286,-1.1393525,0.74008017,-0.82217988,0.54964045
52,-0.012632605,0.7295186,-0.21233549,-0.20662595,-0.40198251,-1.7212979
53,0.41195074,0.4154041,-1.2144166,-1.6644497,-0.93000557,-1.6755072
54,-0.31504657,-0.94793551,-1.3275677,-0.76589165,-0.7950487,0.56361373
55,1.4673408,1.1261166,0.62633522,-0.14500953,1.228903,0.43656213
56,0.71318453,1.0064025,1.404794,0.73428578,1.1817526,-0.59817196
57,0.085772466,1.083527,-0.41429077,-1.0326058,-0.63264249,-2.2601951
